dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,community_level,mu,tau1,tau2,target_average_degree,max_degree_parameter,min_community_parameter,max_community_parameter,requested_seed,actual_seed,config_path,graph_path,comm_path,lfr_community_path,num_nodes,num_edges,avg_degree,median_degree,p90_degree,p99_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree,lfr_communities,lfr_modularity,lfr_internal_edges,lfr_external_edges,lfr_internal_edge_ratio,lfr_external_edge_ratio,lfr_comm_size_min,lfr_comm_size_q10,lfr_comm_size_q25,lfr_comm_size_median,lfr_comm_size_q75,lfr_comm_size_q90,lfr_comm_size_max,comm_mean,comm_std,comm_min,comm_q10,comm_q25,comm_median,comm_q75,comm_q90,comm_max,comm_count_zero,comm_count_one,top20_count,top20_degree_mean,top20_degree_median,top20_degree_p90,top20_max_degree,top20_communities_touched,top20_largest_comm_count,top20_largest_comm_ratio,middle20_count,middle20_degree_mean,middle20_degree_median,middle20_degree_p90,middle20_max_degree,middle20_communities_touched,middle20_largest_comm_count,middle20_largest_comm_ratio,bottom20_count,bottom20_degree_mean,bottom20_degree_median,bottom20_degree_p90,bottom20_max_degree,bottom20_communities_touched,bottom20_largest_comm_count,bottom20_largest_comm_ratio
lfr_community,lfr_middle_seed1,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,331.2916666666667,0.3312916666666667,6555.791666666667,6.555791666666667,1035.9583333333333,1.0359583333333333,middle,0.2,2.5,1.5,30.0,120,40,150,20361602,20361602,v2/test_2/network/network-lfr_middle_seed1.toml,v2/test_2/network/lfr_community/lfr_middle_seed1/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed1/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed1/lfr_communities.csv,1000,19941,39.882,34.0,65.0,103.00999999999999,0.23548135259603659,0.21174546984770465,1.0,121,12,0.6026002561324525,14014,5927,0.7027731808836066,0.29722681911639337,41,51.099999999999994,66.25,71.0,98.25,130.8,138,0.5296436151551,0.40590024998557755,2.2405703635825767e-48,0.02642045104264142,0.10060222184962046,0.7645944709714734,0.9084756555855253,0.9984305993488336,1.0,0,33,200,39.82,33.5,66.1,121,8,51,0.255,200,34.22,31.0,50.0,94,11,38,0.19,200,43.96,37.0,69.1,113,5,57,0.285
lfr_community,lfr_middle_seed1,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,82.61,0.08261,2148.84,2.1488400000000003,1754.68,1.75468,middle,0.2,2.5,1.5,30.0,120,40,150,20361602,20361602,v2/test_2/network/network-lfr_middle_seed1.toml,v2/test_2/network/lfr_community/lfr_middle_seed1/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed1/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed1/lfr_communities.csv,1000,19941,39.882,34.0,65.0,103.00999999999999,0.23548135259603659,0.21174546984770465,1.0,121,12,0.6026002561324525,14014,5927,0.7027731808836066,0.29722681911639337,41,51.099999999999994,66.25,71.0,98.25,130.8,138,0.5296436151551,0.40590024998557755,2.2405703635825767e-48,0.02642045104264142,0.10060222184962046,0.7645944709714734,0.9084756555855253,0.9984305993488336,1.0,0,33,200,39.82,33.5,66.1,121,8,51,0.255,200,34.22,31.0,50.0,94,11,38,0.19,200,43.96,37.0,69.1,113,5,57,0.285
lfr_community,lfr_middle_seed2,balance,"Balance (0.8, 0.8)",0,misinformation,621.84,0.6218400000000001,12475.79,12.475790000000002,5233.83,5.23383,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,balance,"Balance (0.8, 0.8)",1,corrective,659.1,0.6591,14153.81,14.15381,7390.89,7.390890000000001,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,balance,"Balance (0.8, 0.8)",2,observational,330.8125,0.3308125,6462.1875,6.4621875,1053.75,1.05375,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,balance,"Balance (0.8, 0.8)",3,behavior-guiding,94.7,0.0947,2351.06,2.35106,1852.96,1.8529600000000002,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,622.09,0.62209,12458.57,12.45857,5234.23,5.234229999999999,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,619.03,0.61903,13339.85,13.33985,6993.0,6.993,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,certainty_high,"Certainty high (0.9, 0.5)",2,observational,339.3636363636364,0.33936363636363637,6701.590909090909,6.701590909090909,998.8181818181819,0.9988181818181819,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,certainty_high,"Certainty high (0.9, 0.5)",3,behavior-guiding,130.75,0.13075,3033.56,3.03356,2278.65,2.2786500000000003,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,625.06,0.62506,12519.13,12.519129999999999,5246.65,5.24665,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,749.4,0.7494,16082.08,16.08208,8062.28,8.06228,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,327.59090909090907,0.3275909090909091,6522.0,6.522,1004.3636363636364,1.0043636363636363,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
lfr_community,lfr_middle_seed2,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,85.07,0.08506999999999999,2176.24,2.17624,1744.19,1.7441900000000001,middle,0.2,2.5,1.5,30.0,120,40,150,20362602,20362602,v2/test_2/network/network-lfr_middle_seed2.toml,v2/test_2/network/lfr_community/lfr_middle_seed2/edgelist.txt,v2/test_2/network/lfr_community/lfr_middle_seed2/comm.csv,v2/test_2/network/lfr_community/lfr_middle_seed2/lfr_communities.csv,1000,19715,39.43,33.0,65.0,103.00999999999999,0.26332813929241367,0.24384518647054457,1.0,125,14,0.6101539532813811,13738,5977,0.6968298250063404,0.30317017499365967,42,45.5,51.0,65.5,80.5,100.19999999999999,147,0.5149207969230555,0.3999444467637984,5.326655139867387e-59,0.010071832656535775,0.09617957358152447,0.72458943588088,0.8934112658161962,0.9972739080807347,1.0,0,37,200,40.47,34.5,65.0,123,8,53,0.265,200,34.52,31.0,50.099999999999994,94,14,31,0.155,200,41.745,33.5,73.29999999999998,125,6,46,0.23
