network,pool,agent_idx,lfr_community,degree,external_ratio,participation,betweenness
lfr_mu01_seed1,middle20,680,7,35.0,0.0,0.0,9.309663986457602e-05
lfr_mu01_seed1,middle20,594,7,36.0,0.0,0.0,0.00017166283099965602
lfr_mu01_seed1,middle20,355,7,36.0,0.0,0.0,0.000169018718008469
lfr_mu01_seed1,middle20,800,7,26.0,0.0,0.0,6.329748081188275e-05
lfr_mu01_seed1,middle20,75,7,36.0,0.0,0.0,7.461218523305967e-05
lfr_mu01_seed1,middle20,386,7,37.0,0.0,0.0,0.00021101809425504888
lfr_mu01_seed1,middle20,58,7,37.0,0.0,0.0,0.0001959513753977379
lfr_mu01_seed1,middle20,143,7,25.0,0.0,0.0,8.067882496792344e-05
lfr_mu01_seed1,middle20,970,7,25.0,0.0,0.0,6.853399909579488e-05
lfr_mu01_seed1,middle20,461,7,25.0,0.0,0.0,6.48441636280042e-05
lfr_mu01_seed1,middle20,316,7,25.0,0.0,0.0,4.9706999285538724e-05
lfr_mu01_seed1,middle20,924,7,25.0,0.0,0.0,4.913379168674993e-05
lfr_mu01_seed1,middle20,826,7,25.0,0.0,0.0,4.780673172430921e-05
lfr_mu01_seed1,middle20,974,7,38.0,0.0,0.0,0.0004375947522331767
lfr_mu01_seed1,middle20,568,7,37.0,0.0,0.0,0.00010813235551757535
lfr_mu01_seed1,middle20,917,7,56.0,0.017857142857142856,0.035076530612244916,0.003086487720561315
lfr_mu01_seed1,middle20,156,7,38.0,0.0,0.0,0.0002116501984673309
lfr_mu01_seed1,middle20,399,7,38.0,0.0,0.0,0.00018746838755944644
lfr_mu01_seed1,middle20,518,7,38.0,0.0,0.0,0.00018058690016187535
lfr_mu01_seed1,middle20,192,7,38.0,0.0,0.0,0.00012159097768815538
lfr_mu01_seed1,middle20,341,7,24.0,0.0,0.0,2.8679532998302782e-05
lfr_mu01_seed1,middle20,366,7,24.0,0.0,0.0,2.4708656364464368e-05
lfr_mu01_seed1,middle20,654,7,24.0,0.0,0.0,1.51986733109018e-05
lfr_mu01_seed1,middle20,127,7,23.0,0.0,0.0,0.00015823458112493985
lfr_mu01_seed1,middle20,59,7,39.0,0.0,0.0,0.0001463354495931217
lfr_mu01_seed1,middle20,436,7,23.0,0.0,0.0,2.609716050331166e-05
lfr_mu01_seed1,middle20,566,7,39.0,0.0,0.0,0.00010590563964158892
lfr_mu01_seed1,middle20,14,7,40.0,0.0,0.0,0.000265295824115239
lfr_mu01_seed1,middle20,10,7,40.0,0.0,0.0,0.00025099813493146053
lfr_mu01_seed1,middle20,515,7,40.0,0.0,0.0,0.0002044999047062407
lfr_mu01_seed1,middle20,777,7,40.0,0.0,0.0,0.00016939049954316614
lfr_mu01_seed1,middle20,841,7,40.0,0.0,0.0,9.227371881394473e-05
lfr_mu01_seed1,middle20,52,7,41.0,0.0,0.0,0.0002673976643955167
lfr_mu01_seed1,middle20,520,7,41.0,0.0,0.0,0.00022569396411800685
lfr_mu01_seed1,middle20,595,7,41.0,0.0,0.0,0.0002137561272052513
lfr_mu01_seed1,middle20,746,7,21.0,0.0,0.0,2.026212543536962e-05
lfr_mu01_seed1,middle20,452,7,21.0,0.0,0.0,1.4734844559393669e-05
lfr_mu01_seed1,middle20,536,7,42.0,0.0,0.0,0.00028976052815643066
lfr_mu01_seed1,middle20,784,7,20.0,0.0,0.0,2.4638564729977784e-05
lfr_mu01_seed1,middle20,961,7,20.0,0.0,0.0,1.911423924739907e-05
lfr_mu01_seed1,middle20,577,7,57.0,0.017543859649122806,0.03447214527546949,0.004219779087282597
lfr_mu01_seed1,middle20,538,7,43.0,0.0,0.0,0.00015898702445292623
lfr_mu01_seed1,middle20,677,7,44.0,0.0,0.0,0.00030521744059519676
lfr_mu01_seed1,middle20,562,7,44.0,0.0,0.0,0.00024518202599479056
lfr_mu01_seed1,middle20,598,7,45.0,0.0,0.0,0.00032131425182875783
lfr_mu01_seed1,middle20,114,7,45.0,0.0,0.0,0.0002701812808062238
lfr_mu01_seed1,middle20,617,7,36.0,0.05555555555555555,0.10648148148148151,0.006490072555068223
lfr_mu01_seed1,middle20,138,7,46.0,0.0,0.0,0.00017677257143063326
lfr_mu01_seed1,middle20,942,7,47.0,0.0,0.0,0.0004948975325219095
lfr_mu01_seed1,middle20,584,7,47.0,0.0,0.0,0.00026679106805302
lfr_mu01_seed1,middle20,593,7,48.0,0.0,0.0,0.0003070296509516159
lfr_mu01_seed1,middle20,572,7,49.0,0.0,0.0,0.0006094187791581859
lfr_mu01_seed1,middle20,552,7,48.0,0.0,0.0,0.0002063914684246113
lfr_mu01_seed1,middle20,131,7,49.0,0.0,0.0,0.0003051642082742352
lfr_mu01_seed1,middle20,597,7,49.0,0.0,0.0,0.0002422536558165793
lfr_mu01_seed1,middle20,514,7,50.0,0.0,0.0,0.00020733504822649038
lfr_mu01_seed1,middle20,766,7,50.0,0.0,0.0,0.00014229108706206766
lfr_mu01_seed1,middle20,155,7,35.0,0.05714285714285714,0.1093877551020408,0.00786200466940623
lfr_mu01_seed1,middle20,65,7,52.0,0.0,0.0,0.0006804952490233064
lfr_mu01_seed1,middle20,57,7,51.0,0.0,0.0,0.0003087828036037924
lfr_mu01_seed1,middle20,326,7,53.0,0.0,0.0,0.0007440401313051418
lfr_mu01_seed1,middle20,547,7,52.0,0.0,0.0,0.0003185063409100037
lfr_mu01_seed1,middle20,117,7,64.0,0.015625,0.03076171875,0.004327789254038194
lfr_mu01_seed1,middle20,649,7,66.0,0.015151515151515152,0.029843893480257178,0.006485962919579355
lfr_mu01_seed1,middle20,153,7,66.0,0.015151515151515152,0.029843893480257178,0.0076261048236299
lfr_mu01_seed1,middle20,688,7,35.0,0.02857142857142857,0.05551020408163265,0.022614130803695773
lfr_mu01_seed1,middle20,34,7,74.0,0.013513513513513514,0.02666179693206705,0.005557064883305311
lfr_mu01_seed1,middle20,100,7,83.0,0.012048192771084338,0.02380606764407034,0.002348332015936578
lfr_mu01_seed1,middle20,573,7,76.0,0.013157894736842105,0.025969529085872578,0.005279785792803746
lfr_mu01_seed1,middle20,537,7,83.0,0.012048192771084338,0.02380606764407034,0.0028973335422725257
lfr_mu01_seed1,middle20,548,0,36.0,0.027777777777777776,0.054012345679012475,0.0025594357515722915
lfr_mu01_seed1,middle20,180,0,37.0,0.02702702702702703,0.0525931336742147,0.0027944502465953986
lfr_mu01_seed1,middle20,361,0,33.0,0.030303030303030304,0.058769513314967714,0.006394069228262468
lfr_mu01_seed1,middle20,931,0,39.0,0.02564102564102564,0.04996712689020377,0.0044512846110312514
lfr_mu01_seed1,middle20,257,0,41.0,0.024390243902439025,0.04759071980963725,0.0041729010698930485
lfr_mu01_seed1,middle20,398,0,23.0,0.043478260869565216,0.08317580340264641,0.00301300089174276
lfr_mu01_seed1,middle20,631,0,31.0,0.0,0.0,0.00019800384974994243
lfr_mu01_seed1,middle20,236,0,31.0,0.0,0.0,0.00012772275374459512
lfr_mu01_seed1,middle20,283,0,32.0,0.0,0.0,0.0002030193198049895
lfr_mu01_seed1,middle20,642,2,30.0,0.03333333333333333,0.06444444444444453,0.0017295199258862636
lfr_mu01_seed1,middle20,351,2,30.0,0.03333333333333333,0.06444444444444453,0.0024991352186754297
lfr_mu01_seed1,middle20,805,2,35.0,0.02857142857142857,0.05551020408163265,0.0014453250560767768
lfr_mu01_seed1,middle20,51,2,32.0,0.03125,0.060546875,0.002887247482004617
lfr_mu01_seed1,middle20,527,2,33.0,0.030303030303030304,0.058769513314967714,0.003130648129581163
lfr_mu01_seed1,middle20,424,2,29.0,0.034482758620689655,0.06658739595719365,0.003229757252868215
lfr_mu01_seed1,middle20,352,2,34.0,0.029411764705882353,0.05709342560553643,0.004750872995769521
lfr_mu01_seed1,middle20,375,2,25.0,0.04,0.07679999999999998,0.003634412229513631
lfr_mu01_seed1,middle20,944,2,24.0,0.041666666666666664,0.07986111111111094,0.004240577026900194
lfr_mu01_seed1,middle20,899,3,28.0,0.03571428571428571,0.06887755102040805,0.0027812018492408695
lfr_mu01_seed1,middle20,333,3,28.0,0.03571428571428571,0.06887755102040805,0.006627991510468899
lfr_mu01_seed1,middle20,620,3,35.0,0.02857142857142857,0.05551020408163265,0.007760112779685117
lfr_mu01_seed1,middle20,849,3,43.0,0.023255813953488372,0.045429962141698255,0.005768744727308297
lfr_mu01_seed1,middle20,684,3,30.0,0.0,0.0,0.00014732089893474833
lfr_mu01_seed1,middle20,291,3,30.0,0.0,0.0,0.00011735451912410057
lfr_mu01_seed1,middle20,774,3,30.0,0.0,0.0,8.671217490898226e-05
lfr_mu01_seed1,middle20,394,3,30.0,0.0,0.0,7.205036267177662e-05
lfr_mu01_seed1,middle20,820,3,32.0,0.0,0.0,0.0001404747210007344
lfr_mu01_seed1,middle20,298,4,32.0,0.03125,0.060546875,0.0033788275319027385
lfr_mu01_seed1,middle20,113,4,32.0,0.03125,0.060546875,0.0035346493664345437
lfr_mu01_seed1,middle20,297,4,28.0,0.03571428571428571,0.06887755102040805,0.002802170983650911
lfr_mu01_seed1,middle20,863,4,32.0,0.03125,0.060546875,0.004353978041971943
lfr_mu01_seed1,middle20,989,4,29.0,0.034482758620689655,0.06658739595719365,0.003883562035436245
lfr_mu01_seed1,middle20,219,4,36.0,0.027777777777777776,0.054012345679012475,0.005376937729738922
lfr_mu01_seed1,middle20,807,4,27.0,0.037037037037037035,0.07133058984910856,0.008131705836829555
lfr_mu01_seed1,middle20,905,4,27.0,0.037037037037037035,0.07133058984910856,0.00862965523066102
lfr_mu01_seed1,middle20,183,4,31.0,0.0,0.0,0.0001584012462999032
lfr_mu01_seed1,middle20,335,6,24.0,0.041666666666666664,0.07986111111111094,0.0025953973122063313
lfr_mu01_seed1,middle20,601,6,40.0,0.025,0.04875000000000007,0.005438905577987981
lfr_mu01_seed1,middle20,898,6,43.0,0.023255813953488372,0.045429962141698255,0.004262934409649925
lfr_mu01_seed1,middle20,539,6,40.0,0.025,0.04875000000000007,0.005946625904972598
lfr_mu01_seed1,middle20,858,6,32.0,0.0,0.0,0.00039118290774698425
lfr_mu01_seed1,middle20,855,6,31.0,0.0,0.0,5.3896955503817514e-05
lfr_mu01_seed1,middle20,700,6,32.0,0.0,0.0,0.00036960396460680636
lfr_mu01_seed1,middle20,821,6,30.0,0.0,0.0,0.00013486791397266903
lfr_mu01_seed1,middle20,956,6,30.0,0.0,0.0,4.4591211189083854e-05
lfr_mu01_seed1,middle20,602,8,30.0,0.03333333333333333,0.06444444444444453,0.0032351980623263913
lfr_mu01_seed1,middle20,560,8,29.0,0.034482758620689655,0.06658739595719365,0.002687102035262572
lfr_mu01_seed1,middle20,126,8,32.0,0.03125,0.060546875,0.0033994748677043216
lfr_mu01_seed1,middle20,491,8,35.0,0.02857142857142857,0.05551020408163265,0.006685545146134163
lfr_mu01_seed1,middle20,414,8,25.0,0.04,0.07679999999999998,0.0062335311497485465
lfr_mu01_seed1,middle20,496,8,31.0,0.0,0.0,0.00023461939604588227
lfr_mu01_seed1,middle20,550,8,31.0,0.0,0.0,0.0001709770558660081
lfr_mu01_seed1,middle20,41,8,30.0,0.0,0.0,0.0002757625610143173
lfr_mu01_seed1,middle20,850,8,30.0,0.0,0.0,0.000188994453670388
lfr_mu01_seed1,middle20,407,9,29.0,0.034482758620689655,0.06658739595719365,0.0040798518478441384
lfr_mu01_seed1,middle20,710,9,31.0,0.03225806451612903,0.06243496357960443,0.005851920518139492
lfr_mu01_seed1,middle20,673,9,32.0,0.03125,0.060546875,0.005692692456451479
lfr_mu01_seed1,middle20,471,9,29.0,0.034482758620689655,0.06658739595719365,0.008346668864745192
lfr_mu01_seed1,middle20,175,9,40.0,0.025,0.04875000000000007,0.006808830302003068
lfr_mu01_seed1,middle20,278,9,21.0,0.047619047619047616,0.09070294784580502,0.002279967047972878
lfr_mu01_seed1,middle20,675,9,41.0,0.024390243902439025,0.04759071980963725,0.008023458410074902
lfr_mu01_seed1,middle20,999,9,31.0,0.0,0.0,0.0004572957094044093
lfr_mu01_seed1,middle20,532,10,29.0,0.034482758620689655,0.06658739595719365,0.0019420182605392148
lfr_mu01_seed1,middle20,228,10,28.0,0.03571428571428571,0.06887755102040805,0.00270739117483735
lfr_mu01_seed1,middle20,29,10,30.0,0.03333333333333333,0.06444444444444453,0.0052029660678971175
lfr_mu01_seed1,middle20,517,10,31.0,0.03225806451612903,0.06243496357960443,0.0071770620609565815
lfr_mu01_seed1,middle20,799,10,28.0,0.03571428571428571,0.06887755102040805,0.007136037498461344
lfr_mu01_seed1,middle20,596,10,34.0,0.029411764705882353,0.05709342560553643,0.00789712630260523
lfr_mu01_seed1,middle20,561,10,24.0,0.041666666666666664,0.07986111111111094,0.005989444660067178
lfr_mu01_seed1,middle20,218,10,31.0,0.0,0.0,0.00039405600524452367
lfr_mu01_seed1,middle20,865,11,30.0,0.03333333333333333,0.06444444444444453,0.005348239225906537
lfr_mu01_seed1,middle20,694,11,29.0,0.034482758620689655,0.06658739595719365,0.00663178916733933
lfr_mu01_seed1,middle20,374,11,24.0,0.041666666666666664,0.07986111111111094,0.004106821497208466
lfr_mu01_seed1,middle20,586,11,21.0,0.047619047619047616,0.09070294784580502,0.0025220187430713245
lfr_mu01_seed1,middle20,349,11,31.0,0.0,0.0,0.0002861561133826217
lfr_mu01_seed1,middle20,606,11,31.0,0.0,0.0,0.00025819597011177625
lfr_mu01_seed1,middle20,541,11,30.0,0.0,0.0,0.00027282714812689444
lfr_mu01_seed1,middle20,711,11,30.0,0.0,0.0,0.00022088081258373816
lfr_mu01_seed1,bottom20,388,4,34.0,0.0,0.0,6.134439624437912e-05
lfr_mu01_seed1,bottom20,258,4,34.0,0.0,0.0,9.081777440647647e-05
lfr_mu01_seed1,bottom20,763,4,34.0,0.0,0.0,9.660811509744754e-05
lfr_mu01_seed1,bottom20,692,4,34.0,0.0,0.0,0.00010146100494270397
lfr_mu01_seed1,bottom20,690,4,34.0,0.0,0.0,0.00012750519728013936
lfr_mu01_seed1,bottom20,877,4,34.0,0.0,0.0,0.0001489816525996568
lfr_mu01_seed1,bottom20,872,4,33.0,0.0,0.0,8.319155212032953e-05
lfr_mu01_seed1,bottom20,770,4,33.0,0.0,0.0,9.094968699012698e-05
lfr_mu01_seed1,bottom20,70,4,35.0,0.0,0.0,8.20666390115223e-05
lfr_mu01_seed1,bottom20,277,4,33.0,0.0,0.0,0.00012457161816428923
lfr_mu01_seed1,bottom20,969,4,33.0,0.0,0.0,0.00015442424645200397
lfr_mu01_seed1,bottom20,913,4,35.0,0.0,0.0,0.00014269157170241316
lfr_mu01_seed1,bottom20,419,4,35.0,0.0,0.0,0.00018453328048847098
lfr_mu01_seed1,bottom20,792,4,35.0,0.0,0.0,0.00019595584667137897
lfr_mu01_seed1,bottom20,304,4,32.0,0.0,0.0,5.2320536045542536e-05
lfr_mu01_seed1,bottom20,957,4,32.0,0.0,0.0,8.001209114095877e-05
lfr_mu01_seed1,bottom20,791,4,32.0,0.0,0.0,8.659799442251606e-05
lfr_mu01_seed1,bottom20,199,4,32.0,0.0,0.0,0.0001046762090228412
lfr_mu01_seed1,bottom20,519,4,36.0,0.0,0.0,0.00014087664806287228
lfr_mu01_seed1,bottom20,22,4,36.0,0.0,0.0,0.00016186508668523326
lfr_mu01_seed1,bottom20,409,4,31.0,0.0,0.0,6.627212015745441e-05
lfr_mu01_seed1,bottom20,279,4,31.0,0.0,0.0,0.00011293347125868607
lfr_mu01_seed1,bottom20,716,4,31.0,0.0,0.0,0.00012124993749471951
lfr_mu01_seed1,bottom20,198,4,37.0,0.0,0.0,0.00011213104479666234
lfr_mu01_seed1,bottom20,704,4,30.0,0.0,0.0,7.262124109106574e-05
lfr_mu01_seed1,bottom20,914,4,30.0,0.0,0.0,7.579299884675725e-05
lfr_mu01_seed1,bottom20,857,4,30.0,0.0,0.0,7.9183851969682e-05
lfr_mu01_seed1,bottom20,197,4,30.0,0.0,0.0,8.676663740653073e-05
lfr_mu01_seed1,bottom20,871,4,30.0,0.0,0.0,8.789553859832479e-05
lfr_mu01_seed1,bottom20,245,4,38.0,0.0,0.0,0.0001920109847757619
lfr_mu01_seed1,bottom20,344,4,29.0,0.0,0.0,3.4923214323633775e-05
lfr_mu01_seed1,bottom20,489,4,29.0,0.0,0.0,6.430070728474166e-05
lfr_mu01_seed1,bottom20,994,4,29.0,0.0,0.0,8.865563458459998e-05
lfr_mu01_seed1,bottom20,825,4,28.0,0.0,0.0,4.991944974391312e-05
lfr_mu01_seed1,bottom20,940,4,28.0,0.0,0.0,6.824132117437926e-05
lfr_mu01_seed1,bottom20,761,4,28.0,0.0,0.0,7.533768417301283e-05
lfr_mu01_seed1,bottom20,949,4,28.0,0.0,0.0,9.038357890771452e-05
lfr_mu01_seed1,bottom20,815,4,40.0,0.0,0.0,0.00010429719089076621
lfr_mu01_seed1,bottom20,828,4,27.0,0.0,0.0,5.6353702128305326e-05
lfr_mu01_seed1,bottom20,310,4,27.0,0.0,0.0,5.903017007649359e-05
lfr_mu01_seed1,bottom20,422,4,27.0,0.0,0.0,2.7500505774775283e-05
lfr_mu01_seed1,bottom20,937,4,27.0,0.0,0.0,2.5508074604961644e-05
lfr_mu01_seed1,bottom20,797,4,27.0,0.0,0.0,0.00010741615935609726
lfr_mu01_seed1,bottom20,99,4,41.0,0.0,0.0,8.716317955720346e-05
lfr_mu01_seed1,bottom20,715,4,41.0,0.0,0.0,0.00010781188554669804
lfr_mu01_seed1,bottom20,701,4,41.0,0.0,0.0,0.00023925652255301833
lfr_mu01_seed1,bottom20,87,4,41.0,0.0,0.0,0.0002464079336737732
lfr_mu01_seed1,bottom20,390,4,26.0,0.0,0.0,5.13087834507727e-05
lfr_mu01_seed1,bottom20,331,4,42.0,0.0,0.0,0.00014976177201023774
lfr_mu01_seed1,bottom20,434,4,25.0,0.0,0.0,3.1361452741322676e-05
lfr_mu01_seed1,bottom20,225,4,43.0,0.0,0.0,0.00014395044449932423
lfr_mu01_seed1,bottom20,139,4,43.0,0.0,0.0,0.00019626298435264334
lfr_mu01_seed1,bottom20,264,4,43.0,0.0,0.0,0.00020770044756299004
lfr_mu01_seed1,bottom20,963,4,24.0,0.0,0.0,3.0293252578913998e-05
lfr_mu01_seed1,bottom20,508,4,56.0,0.017857142857142856,0.035076530612244916,0.0032885988672198235
lfr_mu01_seed1,bottom20,968,4,24.0,0.0,0.0,2.0082404726682376e-05
lfr_mu01_seed1,bottom20,910,4,44.0,0.0,0.0,0.00017061626364447648
lfr_mu01_seed1,bottom20,689,4,44.0,0.0,0.0,0.0001875561178186111
lfr_mu01_seed1,bottom20,116,4,44.0,0.0,0.0,0.00020369996264480025
lfr_mu01_seed1,bottom20,778,4,44.0,0.0,0.0,0.000264458920471411
lfr_mu01_seed1,bottom20,406,4,23.0,0.0,0.0,4.056612740020454e-05
lfr_mu01_seed1,bottom20,150,4,45.0,0.0,0.0,0.00018694840482503115
lfr_mu01_seed1,bottom20,249,4,45.0,0.0,0.0,0.0002883886264826193
lfr_mu01_seed1,bottom20,404,4,45.0,0.0,0.0,0.000293093589700293
lfr_mu01_seed1,bottom20,992,4,22.0,0.0,0.0,2.6130718104875225e-05
lfr_mu01_seed1,bottom20,971,4,22.0,0.0,0.0,6.98516511458426e-05
lfr_mu01_seed1,bottom20,467,4,22.0,0.0,0.0,7.448227480124258e-05
lfr_mu01_seed1,bottom20,804,4,59.0,0.01694915254237288,0.033323757540936416,0.0032065392236343988
lfr_mu01_seed1,bottom20,20,4,46.0,0.0,0.0,0.00032060881479915664
lfr_mu01_seed1,bottom20,317,4,47.0,0.0,0.0,0.00021060287461970966
lfr_mu01_seed1,bottom20,4,4,47.0,0.0,0.0,0.0002709330803531775
lfr_mu01_seed1,bottom20,43,4,48.0,0.0,0.0,0.000206674955039951
lfr_mu01_seed1,bottom20,201,4,48.0,0.0,0.0,0.0002450860432671046
lfr_mu01_seed1,bottom20,534,4,48.0,0.0,0.0,0.00038949495765654054
lfr_mu01_seed1,bottom20,651,4,49.0,0.0,0.0,0.0001543449784524929
lfr_mu01_seed1,bottom20,405,4,50.0,0.0,0.0,0.00038279732437242366
lfr_mu01_seed1,bottom20,170,4,62.0,0.016129032258064516,0.031737773152965554,0.0033850662964223384
lfr_mu01_seed1,bottom20,879,4,60.0,0.016666666666666666,0.032777777777777795,0.004359294810893479
lfr_mu01_seed1,bottom20,163,4,52.0,0.0,0.0,0.0005664919624434055
lfr_mu01_seed1,bottom20,608,4,54.0,0.0,0.0,0.0002611920578357259
lfr_mu01_seed1,bottom20,27,4,54.0,0.0,0.0,0.0003872606697291808
lfr_mu01_seed1,bottom20,669,4,54.0,0.0,0.0,0.00039237593963381345
lfr_mu01_seed1,bottom20,71,4,66.0,0.015151515151515152,0.029843893480257178,0.004444483054232386
lfr_mu01_seed1,bottom20,754,4,70.0,0.014285714285714285,0.028163265306122343,0.0030238117058724624
lfr_mu01_seed1,bottom20,300,4,55.0,0.01818181818181818,0.03570247933884296,0.01057250469978618
lfr_mu01_seed1,bottom20,357,4,71.0,0.014084507042253521,0.027772267407260465,0.0048540885711021425
lfr_mu01_seed1,bottom20,230,4,72.0,0.013888888888888888,0.02739197530864179,0.005323179091094397
lfr_mu01_seed1,bottom20,263,4,67.0,0.014925373134328358,0.029405212742259046,0.007712721779708215
lfr_mu01_seed1,bottom20,188,4,73.0,0.0136986301369863,0.027021955338712766,0.0058728513286051215
lfr_mu01_seed1,bottom20,202,4,76.0,0.013157894736842105,0.025969529085872578,0.006775201536631879
lfr_mu01_seed1,bottom20,88,4,81.0,0.012345679012345678,0.024386526444139633,0.0052722287337076965
lfr_mu01_seed1,bottom20,501,4,85.0,0.011764705882352941,0.02325259515570921,0.00456228641158186
lfr_mu01_seed1,bottom20,382,4,66.0,0.015151515151515152,0.029843893480257178,0.011779325612058869
lfr_mu01_seed1,bottom20,167,4,63.0,0.015873015873015872,0.031242126480221843,0.015755418044987788
lfr_mu01_seed1,bottom20,696,4,78.0,0.01282051282051282,0.025312294543063718,0.010425784516665693
lfr_mu01_seed1,bottom20,457,4,91.0,0.01098901098901099,0.021736505252988758,0.006367422542942497
lfr_mu01_seed1,bottom20,582,4,77.0,0.012987012987012988,0.02563670096137627,0.011925355937826848
lfr_mu01_seed1,bottom20,320,4,31.0,0.06451612903225806,0.12278876170655584,0.008257229557570933
lfr_mu01_seed1,bottom20,144,4,89.0,0.011235955056179775,0.022219416740310693,0.00885400890402641
lfr_mu01_seed1,bottom20,376,4,74.0,0.013513513513513514,0.02666179693206705,0.014377017510219268
lfr_mu01_seed1,bottom20,732,4,104.0,0.0,0.0,0.0018395786179845872
lfr_mu01_seed1,bottom20,712,4,106.0,0.009433962264150943,0.018689925240299,0.006241941455178665
lfr_mu01_seed1,bottom20,63,4,99.0,0.010101010101010102,0.019997959391898634,0.010861480342453128
lfr_mu01_seed1,bottom20,859,4,109.0,0.009174311926605505,0.01818028785455761,0.008628989994348576
lfr_mu01_seed1,bottom20,906,4,113.0,0.008849557522123894,0.017542485707572997,0.00878673619135392
lfr_mu01_seed1,bottom20,635,1,34.0,0.0,0.0,0.00025866462365566317
lfr_mu01_seed1,bottom20,540,1,34.0,0.0,0.0,0.00033871870484741373
