dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,source_network,structure_level,seed_index,comm_method,method_seed,config_path,graph_path,comm_path,lfr_community_path,target_top20_ratio,target_middle20_ratio,target_bottom20_ratio,target_top20_count,target_middle20_count,target_bottom20_count,target_top20_communities_touched,target_middle20_communities_touched,target_bottom20_communities_touched,anchor_top20_community,anchor_middle20_community,anchor_bottom20_community,num_nodes,num_edges,avg_degree,median_degree,p90_degree,p99_degree,avg_clustering,transitivity,max_degree,lfr_communities,lfr_modularity,lfr_internal_edges,lfr_external_edges,lfr_internal_edge_ratio,lfr_external_edge_ratio,lfr_comm_size_min,lfr_comm_size_median,lfr_comm_size_max,comm_mean,comm_std,comm_min,comm_q10,comm_q25,comm_median,comm_q75,comm_q90,comm_max,comm_count_zero,comm_count_one,top20_count,top20_degree_mean,top20_degree_median,top20_degree_p90,top20_max_degree,top20_communities_touched,top20_largest_comm_count,top20_largest_comm_ratio,middle20_count,middle20_degree_mean,middle20_degree_median,middle20_degree_p90,middle20_max_degree,middle20_communities_touched,middle20_largest_comm_count,middle20_largest_comm_ratio,bottom20_count,bottom20_degree_mean,bottom20_degree_median,bottom20_degree_p90,bottom20_max_degree,bottom20_communities_touched,bottom20_largest_comm_count,bottom20_largest_comm_ratio
lfr_facebook_pool,lfrpool_strong_facebook_like_seed1,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,330.8181818181818,0.33081818181818184,6085.181818181818,6.085181818181818,1041.6818181818182,1.0416818181818184,lfr_strong_seed1,strong,1,facebook_like,20261902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed1.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,9,11,5,1000,18404,36.808,32.0,61.0,101.02999999999997,0.4355018009048542,0.37615796322883566,119,12,0.8128791977080287,16980,1424,0.9226255161921322,0.07737448380786785,48,64.0,137,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,38.28,33.0,64.19999999999999,119,3,129,0.645,200,35.815,32.0,58.19999999999999,118,9,76,0.38,200,41.53,35.0,71.29999999999998,115,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed1,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,137.12,0.13712000000000002,3004.94,3.00494,1741.39,1.7413900000000002,lfr_strong_seed1,strong,1,facebook_like,20261902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed1.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed1/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,9,11,5,1000,18404,36.808,32.0,61.0,101.02999999999997,0.4355018009048542,0.37615796322883566,119,12,0.8128791977080287,16980,1424,0.9226255161921322,0.07737448380786785,48,64.0,137,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,38.28,33.0,64.19999999999999,119,3,129,0.645,200,35.815,32.0,58.19999999999999,118,9,76,0.38,200,41.53,35.0,71.29999999999998,115,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,balance,"Balance (0.8, 0.8)",0,misinformation,496.68,0.49668,9434.82,9.43482,3506.3,3.5063000000000004,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,balance,"Balance (0.8, 0.8)",1,corrective,648.47,0.64847,13269.01,13.26901,5407.47,5.40747,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,balance,"Balance (0.8, 0.8)",2,observational,327.5806451612903,0.3275806451612903,6085.0,6.085,1034.4193548387098,1.0344193548387097,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,balance,"Balance (0.8, 0.8)",3,behavior-guiding,140.54,0.14054,3228.62,3.22862,1795.46,1.79546,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,503.47,0.5034700000000001,9528.3,9.5283,3558.57,3.5585700000000005,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,525.77,0.52577,10863.04,10.863040000000002,4690.54,4.69054,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,certainty_high,"Certainty high (0.9, 0.5)",2,observational,343.0869565217391,0.34308695652173915,6360.217391304348,6.3602173913043485,1033.391304347826,1.033391304347826,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,certainty_high,"Certainty high (0.9, 0.5)",3,behavior-guiding,171.35,0.17135,3775.75,3.77575,1993.37,1.9933699999999999,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,497.69,0.49769,9462.8,9.4628,3511.74,3.5117399999999996,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
lfr_facebook_pool,lfrpool_strong_facebook_like_seed2,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,667.89,0.66789,13634.81,13.63481,5522.03,5.52203,lfr_strong_seed2,strong,2,facebook_like,20262902,v2/test_2/network/network-lfrpool_strong_facebook_like_seed2.toml,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/edgelist.txt,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/comm.csv,v2/test_2/network/lfr_facebook_pool/lfrpool_strong_facebook_like_seed2/lfr_communities.csv,0.645,0.381,0.526,129,76,105,3,9,5,8,3,12,1000,18585,37.17,31.0,61.0,99.00999999999999,0.4704899079518049,0.39654408933384677,122,14,0.8098328521190041,17147,1438,0.922625773473231,0.0773742265267689,40,50.0,146,0.5005,0.2886749902572095,0.001,0.10090000000000002,0.25075000000000003,0.5005,0.75025,0.9001,1.0,0,1,200,42.085,38.0,67.1,122,3,129,0.645,200,36.815,32.0,59.0,115,9,76,0.38,200,39.965,34.0,63.19999999999999,103,5,105,0.525
